origin_iata,destination_iata,flight_type,airlines,departure_time,arrival_time,duration_hours,number_of_flights_per_day,min_price,avg_price,emissions_co2,aircraft_types,number_of_stops,layover_details,notes
COK,DPS,One way,Akasa Air | Etihad,04:00,11:25,28.92,3,1106,1106,,Boeing 737MAX 8 Passenger | Boeing 777,1,AUH (890m),Found on 2026-04-17
COK,DUB,One way,Akasa Air | Etihad,04:00,19:05,19.58,3,345,355,,Boeing 737MAX 8 Passenger | Boeing 787,1,AUH (420m),Found on 2026-04-17
COK,DUS,One way,Akasa Air | Etihad,04:00,07:35,31.08,2,303,310.5,,Boeing 737MAX 8 Passenger | Airbus A321neo,1,AUH (1160m),Found on 2026-04-17
COK,ELQ,One way,Akasa Air | Etihad,04:00,09:00,7.5,3,543,1719.67,,Boeing 737MAX 8 Passenger | Airbus A320,1,AUH (55m),Found on 2026-04-17
COK,FCO,One way,Akasa Air | Etihad,04:00,18:20,17.83,3,334,343.33,,Boeing 737MAX 8 Passenger | Boeing 787,1,AUH (430m),Found on 2026-04-17
COK,FRA,One way,Akasa Air | Etihad,04:00,18:45,18.25,3,362,372,,Boeing 737MAX 8 Passenger | Boeing 787,1,AUH (420m),Found on 2026-04-17
COK,GVA,One way,Akasa Air | Etihad,04:00,07:10,30.67,4,374,410.25,,Boeing 737MAX 8 Passenger | Boeing 787,1,AUH (1165m),Found on 2026-04-17
COK,HAN,One way,Akasa Air | Etihad,04:00,06:40,25.17,2,1106,1106,,Boeing 737MAX 8 Passenger | Boeing 787-10,1,AUH (845m),Found on 2026-04-17
COK,HKG,One way,Akasa Air | Etihad,04:00,09:00,26.5,3,1079,1079,,Boeing 737MAX 8 Passenger | Boeing 787,1,AUH (850m),Found on 2026-04-17
COK,HKT,One way,Akasa Air | Etihad,04:00,18:20,12.83,5,1107,1190.4,,Boeing 737MAX 8 Passenger | Boeing 787-10,1,AUH (95m),Found on 2026-04-17
ADD,AUH,One way,Etihad,14:05,19:25,4.33,2,323,323,,Airbus A320,0,Direct,Found on 2026-04-17
ADD,LHR,One way,Etihad,14:05,07:00,18.92,3,407,498,,Airbus A320 | Airbus A380,1,AUH (415m),Found on 2026-04-17
ADD,CDG,One way,Etihad,14:05,07:55,18.83,2,458,569,,Airbus A320 | Airbus A380,1,AUH (430m),Found on 2026-04-17
ADD,JMK,One way,Etihad | SKY express,14:05,08:20,18.25,1,1957,1957,,Airbus A320 | ATR 42/72,2,AUH (405m) | ATH (80m),Found on 2026-04-17
ADD,JTR,One way,Etihad | SKY express,14:05,10:55,20.83,2,1957,1957,,Airbus A320 | ATR 42/72,2,AUH (405m) | ATH (225m),Found on 2026-04-17
ADD,ZRH,One way,Etihad,14:05,06:50,17.75,2,437,437,,Airbus A320 | Boeing 787,1,AUH (410m),Found on 2026-04-17
ADD,AMS,One way,Etihad,14:05,08:00,18.92,2,366,366,,Airbus A320 | Airbus A321neo,1,AUH (420m),Found on 2026-04-17
ADD,FCO,One way,Etihad,14:05,06:25,17.33,2,337,337,,Airbus A320 | Boeing 787,1,AUH (410m),Found on 2026-04-17
ADD,NCE,One way,Etihad | ITA,14:05,10:30,21.42,1,951,951,,Airbus A320 | Boeing 787 | Airbus A220-300 Passenger,2,AUH (410m) | FCO (170m),Found on 2026-04-17
ADD,GVA,One way,Etihad,14:05,07:10,18.08,2,461,617,,Airbus A320 | Boeing 787,1,AUH (420m),Found on 2026-04-17
ADD,ATH,One way,Etihad,14:05,06:15,16.17,2,1807,1807,,Airbus A320,1,AUH (405m),Found on 2026-04-17
ADD,AER,One way,Etihad,14:05,18:10,28.08,2,668,668,,Airbus A320,1,AUH (1170m),Found on 2026-04-18
ADD,AGP,One way,Etihad | Air Europa,14:05,20:20,31.25,2,1046,1444.5,,Airbus A320 | Boeing 787 | Boeing 737,2,AUH (420m) | MAD (655m),Found on 2026-04-17
ADD,AMD,One way,Etihad,14:05,04:25,11.83,2,406,456.5,,Airbus A320,1,AUH (270m),Found on 2026-04-17
ADD,AMM,One way,Etihad,14:05,23:35,9.5,2,373,495,,Airbus A320,1,AUH (115m),Found on 2026-04-17
ADD,ATL,One way,Etihad,14:05,16:30,33.42,2,612,879.5,,Airbus A320 | Airbus A350,1,AUH (835m),Found on 2026-04-17
ADD,BAH,One way,Etihad,14:05,20:45,6.67,5,270,506.6,,Airbus A320,1,AUH (70m),Found on 2026-04-17
ADD,BCN,One way,Etihad,14:05,07:35,18.5,2,358,358,,Airbus A320 | Boeing 787-10,1,AUH (425m),Found on 2026-04-17
ADD,BEY,One way,Etihad,14:05,05:25,15.33,1,368,368,,Airbus A320,1,AUH (450m),Found on 2026-04-17
ADD,BKK,One way,Etihad,14:05,06:45,12.67,3,405,496.67,,Airbus A320 | Boeing 777,1,AUH (105m),Found on 2026-04-17
ADD,BLR,One way,Etihad | Akasa Air,14:05,08:45,16.17,3,553,599.67,,Airbus A320 | Boeing 737MAX 8 Passenger,1,AUH (455m),Found on 2026-04-17
ADD,BOM,One way,Etihad,14:05,02:05,9.5,4,409,466.5,,Airbus A320 | Boeing 787,1,AUH (110m),Found on 2026-04-17
ADD,BOS,One way,Etihad,14:05,14:40,31.58,3,504,956.33,,Airbus A320 | Boeing 787,1,AUH (815m),Found on 2026-04-17
ADD,BRU,One way,Etihad,14:05,07:05,18.0,1,701,701,,Airbus A320 | Boeing 777,1,AUH (400m),Found on 2026-04-17
ADD,CCJ,One way,Etihad | Air Arabia,14:05,04:55,12.33,2,832,860,,Airbus A320,1,AUH (235m),Found on 2026-04-17
ADD,CCU,One way,Etihad,14:05,03:00,10.42,2,548,598,,Airbus A320 | Airbus A321neo,1,AUH (70m),Found on 2026-04-17
ADD,CGK,One way,Etihad,14:05,09:00,14.92,2,751,751,,Airbus A320 | Boeing 777,1,AUH (120m),Found on 2026-04-17
ADD,CMB,One way,Etihad,14:05,03:00,10.42,2,1159,1763.5,,Airbus A320,1,AUH (85m),Found on 2026-04-17
ADD,CNX,One way,Etihad,14:05,06:25,12.33,1,881,881,,Airbus A320 | Airbus A321neo,1,AUH (95m),Found on 2026-04-18
ADD,COK,One way,Etihad | Akasa Air,14:05,03:00,10.42,4,297,461,,Airbus A320 | Boeing 737MAX 8 Passenger,1,AUH (95m),Found on 2026-04-17
ADD,CPH,One way,Etihad,14:05,07:10,18.08,1,460,460,,Airbus A320 | Boeing 787,1,AUH (420m),Found on 2026-04-17
ADD,DEL,One way,Etihad,14:05,03:10,10.58,2,313,370.5,,Airbus A320 | Boeing 787-10,1,AUH (155m),Found on 2026-04-17
ADD,DMM,One way,Ethiopian | Etihad,21:50,09:10,11.33,2,342,355,,Boeing 737MAX 8 Passenger | Airbus A321,1,AUH (335m),Found on 2026-04-17
ADD,DOH,One way,Etihad,14:05,02:05,12.0,3,287,443.67,,Airbus A320 | Airbus A320neo,1,AUH (395m),Found on 2026-04-17
ADD,DUB,One way,Etihad,14:05,07:15,19.17,2,362,362,,Airbus A320 | Boeing 777,1,AUH (405m),Found on 2026-04-17
ADD,DUS,One way,Etihad,14:05,07:35,18.5,1,381,381,,Airbus A320 | Airbus A321neo,1,AUH (415m),Found on 2026-04-17
ADD,DPS,One way,Etihad,14:05,11:25,16.33,1,1025,1025,,Airbus A320 | Boeing 777,1,AUH (145m),Found on 2026-04-17
ADD,ELQ,One way,Etihad,14:05,09:00,18.92,2,284,309.5,,Airbus A320,1,AUH (750m),Found on 2026-04-19
ADD,FRA,One way,Ethiopian | Etihad,21:50,18:45,21.92,2,315,377,,Boeing 737MAX 8 Passenger | Boeing 787-10,1,AUH (650m),Found on 2026-04-17
ADD,HAN,One way,Etihad,14:05,06:40,12.58,1,510,510,,Airbus A320 | Boeing 787-10,1,AUH (100m),Found on 2026-04-17
ADD,HKG,One way,Etihad,14:05,09:00,13.92,2,481,481,,Airbus A320 | Boeing 787,1,AUH (105m),Found on 2026-04-17
ADD,HKT,One way,Etihad,14:05,07:35,13.5,2,530,530,,Airbus A320 | Boeing 787-10,1,AUH (145m),Found on 2026-04-17
ADD,HYD,One way,Etihad,14:05,02:45,10.17,2,549,604,,Airbus A320 | Boeing 787-10,1,AUH (120m),Found on 2026-04-17
ADD,IAD,One way,Etihad,14:05,09:45,26.67,1,614,614,,Airbus A320 | Boeing 787,1,AUH (470m),Found on 2026-04-17
ADD,ICN,One way,Etihad,14:05,10:50,14.75,2,513,582.5,,Airbus A320 | Boeing 787,1,AUH (105m),Found on 2026-04-17
ADD,ISB,One way,Etihad,14:05,03:25,11.33,2,836,886,,Airbus A320 | Airbus A321,1,AUH (225m),Found on 2026-04-17
ADD,IST,One way,Etihad,14:05,12:35,22.5,3,401,854.33,,Airbus A320,1,AUH (795m),Found on 2026-04-17
ADD,JAI,One way,Etihad,14:05,19:35,27.0,2,362,412,,Airbus A320,1,AUH (1150m),Found on 2026-04-17
ADD,JED,One way,Ethiopian | Etihad,21:50,10:25,12.58,6,406,554.33,,Boeing 737MAX 8 Passenger | Airbus A321,1,AUH (320m),Found on 2026-04-17
ADD,JFK,One way,Etihad,14:05,08:35,25.5,2,636,636,,Airbus A320 | Airbus A350,1,AUH (430m),Found on 2026-04-17
ADD,KBV,One way,Etihad,14:05,06:30,12.42,1,909,909,,Airbus A320 | Airbus A321neo,1,AUH (85m),Found on 2026-04-17
ADD,KHI,One way,Etihad,14:05,03:00,10.92,2,246,301,,Airbus A320,1,AUH (255m),Found on 2026-04-17
ADD,KIX,One way,Etihad,14:05,11:50,15.75,1,797,797,,Airbus A320 | Boeing 787,1,AUH (105m),Found on 2026-04-18
ADD,KNO,One way,Ethiopian | Etihad,21:50,07:05,29.25,1,811,811,,Boeing 737MAX 8 Passenger | Airbus A321neo,1,AUH (1065m),Found on 2026-04-17
ADD,KUL,One way,Etihad,14:05,08:25,13.33,2,340,340,,Airbus A320 | Boeing 787,1,AUH (95m),Found on 2026-04-17
ADD,KWI,One way,Ethiopian | Etihad,21:50,09:15,11.42,2,323,375.5,,Boeing 737MAX 8 Passenger | Airbus A320,1,AUH (320m),Found on 2026-04-17
ADD,LED,One way,Etihad,14:05,08:35,18.5,1,717,717,,Airbus A320 | Airbus A321neo,1,AUH (450m),Found on 2026-04-17
ADD,LHE,One way,Etihad,14:05,18:25,26.33,2,278,328,,Airbus A320,1,AUH (1125m),Found on 2026-04-17
ADD,LIS,One way,Etihad,14:05,07:25,19.33,2,652,1337,,Airbus A320 | Airbus A330,1,AUH (400m),Found on 2026-04-17
ADD,MAA,One way,Etihad,14:05,02:50,10.25,4,539,596.5,,Airbus A320 | Airbus A321,1,AUH (95m),Found on 2026-04-17
ADD,MAD,One way,Etihad,14:05,08:10,19.08,2,394,394,,Airbus A320 | Boeing 787,1,AUH (420m),Found on 2026-04-17
ADD,MAN,One way,Etihad,14:05,06:55,18.83,2,486,486,,Airbus A320 | Boeing 777,1,AUH (405m),Found on 2026-04-17
ADD,MCT,One way,Etihad,14:05,22:00,6.92,2,324,374,,Airbus A320,1,AUH (80m),Found on 2026-04-17
ADD,MEL,One way,Etihad,14:05,15:50,18.75,2,926,926,,Airbus A320 | Boeing 787,1,AUH (75m),Found on 2026-04-17
ADD,MLE,One way,Etihad,14:05,05:15,13.17,2,396,451.5,,Airbus A320 | Boeing 787,1,AUH (270m),Found on 2026-04-17
ADD,MNL,One way,Etihad,14:05,11:05,16.0,2,822,1676,,Airbus A320 | Airbus A330,1,AUH (140m),Found on 2026-04-17
ADD,MUC,One way,Ethiopian | Etihad,21:50,06:55,34.08,3,258,306.33,,Boeing 737MAX 8 Passenger | Boeing 787,1,AUH (1405m),Found on 2026-04-17
ADD,MXP,One way,Etihad,14:05,06:45,17.67,2,302,302,,Airbus A320 | Airbus A350,1,AUH (410m),Found on 2026-04-17
ADD,NRT,One way,Etihad,14:05,12:35,16.5,2,790,790,,Airbus A320 | Airbus A350,1,AUH (120m),Found on 2026-04-17
ADD,ORD,One way,Etihad,14:05,08:35,26.5,2,636,636,,Airbus A320 | Airbus A350,1,AUH (450m),Found on 2026-04-17
ADD,PKX,One way,Etihad,14:05,09:00,13.92,2,703,703,,Airbus A320 | Boeing 787,1,AUH (85m),Found on 2026-04-17
ADD,PRG,One way,Etihad,14:05,07:05,18.0,1,354,354,,Airbus A320 | Boeing 787,1,AUH (445m),Found on 2026-04-17
ADD,PVG,One way,Etihad | China Eastern,14:05,12:55,17.83,2,655,655,,Airbus A320 | Airbus A330,1,AUH (235m),Found on 2026-04-17
ADD,RUH,One way,Ethiopian | Etihad,21:50,08:40,10.83,5,357,526.6,,Boeing 737MAX 8 Passenger | Boeing 787,1,AUH (285m),Found on 2026-04-17
ADD,SIN,One way,Etihad,14:05,09:40,14.58,2,669,669,,Airbus A320 | Airbus A380,1,AUH (135m),Found on 2026-04-17
ADD,SVO,One way,Etihad,14:05,07:35,17.5,3,422,495.67,,Airbus A320 | Boeing 787-10,1,AUH (445m),Found on 2026-04-17
ADD,SYD,One way,Etihad,14:05,16:50,19.75,2,1184,1184,,Airbus A320 | Airbus A350,1,AUH (100m),Found on 2026-04-17
ADD,TLV,One way,Etihad,14:05,11:10,21.08,5,648,913.4,,Airbus A320 | Airbus A321neo,1,AUH (800m),Found on 2026-04-17
ADD,TPE,One way,Etihad,14:05,10:00,14.92,2,823,823,,Airbus A320 | Boeing 787,1,AUH (115m),Found on 2026-04-17
ADD,TRV,One way,Etihad,14:05,02:50,10.25,2,726,901.5,,Airbus A320,1,AUH (90m),Found on 2026-04-17
ADD,VIE,One way,Etihad,14:05,06:40,17.58,1,397,397,,Airbus A320 | Boeing 777,1,AUH (435m),Found on 2026-04-17
ADD,YYZ,One way,Etihad,14:05,08:55,25.83,2,620,666.5,,Airbus A320 | Airbus A380,1,AUH (425m),Found on 2026-04-17
ADD,WAW,One way,Ethiopian | Etihad,21:50,07:00,34.17,1,423,423,,Boeing 737MAX 8 Passenger | Boeing 787,1,AUH (1430m),Found on 2026-04-17
ADD,PEW,One way,Etihad,14:05,06:50,14.75,2,442,492.5,,Airbus A320,1,AUH (440m),Found on 2026-04-17
ADD,CLT,One way,Etihad,14:05,10:45,27.67,1,871,871,,Airbus A320 | Airbus A350,1,AUH (490m),Found on 2026-04-18
ADD,KRK,One way,Etihad | Lufthansa,14:05,23:30,34.42,3,585,651.67,,Airbus A320 | Boeing 787,2,AUH (1135m) | MUC (210m),Found on 2026-04-17
ADD,KZN,One way,Etihad,14:05,12:35,22.5,2,775,775,,Airbus A320,1,AUH (775m),Found on 2026-04-18
ADD,SLL,One way,Etihad | Oman Air,14:05,10:20,19.25,2,388,388,,Airbus A320 | Boeing 737,2,AUH (80m) | MCT (645m),Found on 2026-04-17
ADD,MED,One way,Etihad,14:05,10:20,20.25,2,315,370,,Airbus A320 | Airbus A321,1,AUH (800m),Found on 2026-04-17
ADD,TAS,One way,Etihad | Air Arabia,14:05,13:20,21.25,1,1829,1829,,Airbus A320,1,AUH (805m),Found on 2026-04-17
ADD,OTP,One way,flydubai,20:15,08:35,12.33,7,679,1034.29,,Boeing 737MAX 8 Passenger,1,DXB (150m),Found on 2026-04-18 (Round 2)
ADD,KTI,One way,Etihad,14:05,19:10,25.08,2,814,814,,Airbus A320 | Airbus A321neo,1,AUH (795m),Found on 2026-04-17
ADD,DAM,One way,Ethiopian | Turkish Airlines,15:25,09:25,18.0,2,722,727,,Boeing 737MAX 8 Passenger | Boeing 777,1,IST (605m),Found on 2026-04-18 (Round 2)
ADD,PMI,One way,Etihad | Air Europa,14:05,09:25,20.33,1,545,545,,Airbus A320 | Boeing 787-10 | Boeing 737,2,AUH (425m) | BCN (65m),Found on 2026-04-17
ADD,KBL,One way,Etihad,14:05,18:15,26.67,2,662,712,,Airbus A320,1,AUH (1160m),Found on 2026-04-17
ADD,LUX,One way,Ethiopian | Air Dolomiti,00:05,09:40,10.58,5,842,1100.6,,Airbus A350 | Embraer 190,1,FRA (145m),Found on 2026-04-18 (Round 2)
ADD,YYC,One way,Ethiopian | Austrian | Discover Airlines,00:45,15:05,23.33,13,868,1312.69,,Boeing 787 | Airbus A320 | Airbus A330,2,VIE (165m) | FRA (190m),Found on 2026-04-18 (Round 2)
AER,AUH,One way,Etihad,19:45,00:30,3.75,1,278,278,,Airbus A320,0,Direct,Found on 2026-04-17
AER,BKK,One way,Etihad,19:45,12:10,12.42,1,683,683,,Airbus A320 | Boeing 787,1,AUH (120m),Found on 2026-04-17
AER,DEL,One way,Etihad,19:45,07:55,9.67,1,694,694,,Airbus A320,1,AUH (130m),Found on 2026-04-17
AER,JNB,One way,Etihad,19:45,08:15,13.5,1,698,698,,Airbus A320 | Boeing 787,1,AUH (95m),Found on 2026-04-17
AER,MLE,One way,Etihad,19:45,07:35,9.83,1,695,695,,Airbus A320 | Airbus A321neo,1,AUH (105m),Found on 2026-04-17
AER,ADD,One way,Etihad | Ethiopian,19:45,07:45,12.0,2,592,592,,Airbus A320 | Boeing 737MAX 8 Passenger,1,AUH (235m),Found on 2026-04-17
AER,AGP,One way,Etihad | Air Europa,19:45,20:20,25.58,3,840,1170.67,,Airbus A320 | Boeing 787 | Boeing 737,2,AUH (115m) | MAD (655m),Found on 2026-04-17
AER,AMD,One way,Etihad,19:45,18:35,20.33,1,589,589,,Airbus A320 | Airbus A321,1,AUH (815m),Found on 2026-04-17
AER,AMM,One way,Etihad,19:45,11:00,15.25,1,510,510,,Airbus A320,1,AUH (495m),Found on 2026-04-17
AER,AMS,One way,Etihad,19:45,08:00,13.25,1,509,509,,Airbus A320 | Airbus A321neo,1,AUH (115m),Found on 2026-04-17
AER,ATH,One way,Etihad | ITA,19:45,11:10,15.42,3,1101,1271.33,,Airbus A320 | Boeing 787 | Airbus A220-300 Passenger,2,AUH (105m) | FCO (110m),Found on 2026-04-17
AER,ATH,One way,Etihad | ITA,19:45,11:10,15.42,3,1101,1271.33,,Airbus A320 | Boeing 787 | Airbus A220-300 Passenger,2,AUH (105m) | FCO (110m),Found on 2026-04-17
AER,ATL,One way,Etihad,19:45,16:30,27.75,1,999,999,,Airbus A320 | Airbus A350,1,AUH (530m),Found on 2026-04-17
AER,BAH,One way,Etihad,19:45,02:10,6.42,2,570,677,,Airbus A320,1,AUH (90m),Found on 2026-04-17
AER,BCN,One way,Etihad,19:45,07:35,12.83,1,491,491,,Airbus A320 | Boeing 787-10,1,AUH (120m),Found on 2026-04-17
AER,BEY,One way,Etihad,19:45,05:25,9.67,1,568,568,,Airbus A320,1,AUH (145m),Found on 2026-04-17
AER,BLR,One way,Etihad | Akasa Air,19:45,08:45,10.5,2,583,588,,Airbus A320 | Boeing 737MAX 8 Passenger,1,AUH (150m),Found on 2026-04-17
AER,BOM,One way,Etihad,19:45,07:10,8.92,2,737,737,,Airbus A320 | Airbus A321,1,AUH (110m),Found on 2026-04-17
AER,BOS,One way,Etihad,19:45,14:40,25.92,1,980,980,,Airbus A320 | Boeing 787,1,AUH (510m),Found on 2026-04-17
AER,BRU,One way,Etihad,19:45,07:05,12.33,1,579,579,,Airbus A320 | Boeing 777,1,AUH (95m),Found on 2026-04-17
AER,BRU,One way,Etihad,19:45,07:05,12.33,1,579,579,,Airbus A320 | Boeing 777,1,AUH (95m),Found on 2026-04-17
AER,CAI,One way,Etihad,19:45,04:25,9.67,2,948,1195.5,,Airbus A320 | Airbus A321neo,1,AUH (130m),Found on 2026-04-17
AER,CCJ,One way,Etihad,19:45,02:55,28.67,1,752,752,,Airbus A320 | Airbus A321,1,AUH (1250m),Found on 2026-04-17
AER,CCU,One way,Etihad,19:45,03:00,28.75,1,762,762,,Airbus A320 | Airbus A321neo,1,AUH (1205m),Found on 2026-04-17
AER,CDG,One way,Etihad,19:45,07:55,13.17,1,519,519,,Airbus A320 | Airbus A380,1,AUH (125m),Found on 2026-04-17
AER,CGK,One way,Etihad,19:45,20:35,20.83,2,708,3751,,Airbus A320 | Boeing 787,1,AUH (505m),Found on 2026-04-17
AER,CLT,One way,Etihad,19:45,10:45,46.0,1,1009,1009,,Airbus A320 | Airbus A350,1,AUH (1625m),Found on 2026-04-17
AER,CMB,One way,Etihad,19:45,08:35,10.33,1,538,538,,Airbus A320 | Airbus A321,1,AUH (115m),Found on 2026-04-17
AER,CMN,One way,Etihad,19:45,07:20,13.58,1,894,894,,Airbus A320 | Boeing 787-10,1,AUH (95m),Found on 2026-04-17
AER,CNX,One way,Etihad,19:45,06:25,30.67,2,644,3720.5,,Airbus A320 | Airbus A321neo,1,AUH (1230m),Found on 2026-04-17
AER,COK,One way,Etihad,19:45,08:10,9.92,2,667,667,,Airbus A320 | Airbus A320neo,1,AUH (125m),Found on 2026-04-17
AER,CPH,One way,Etihad,19:45,07:10,12.42,1,530,530,,Airbus A320 | Boeing 787,1,AUH (115m),Found on 2026-04-17
AER,DBB,,,,,,,,,,,,,No Etihad flights found within 1 day window (Attempted 60 days out)
AER,DMM,One way,Etihad,19:45,02:50,7.08,1,582,582,,Airbus A320,1,AUH (115m),Found on 2026-04-17
AER,DOH,One way,Etihad,19:45,02:05,6.33,1,512,512,,Airbus A320 | Airbus A320neo,1,AUH (90m),Found on 2026-04-17
AER,DPS,One way,Etihad,19:45,11:25,34.67,3,700,4697,,Airbus A320 | Boeing 777,1,AUH (1280m),Found on 2026-04-17
AER,DUB,One way,Etihad,19:45,07:15,13.5,1,509,509,,Airbus A320 | Boeing 777,1,AUH (100m),Found on 2026-04-17
AER,DUS,One way,Etihad,19:45,07:35,12.83,1,530,530,,Airbus A320 | Airbus A321neo,1,AUH (110m),Found on 2026-04-17
AER,ELQ,One way,Etihad | Flynas,19:45,13:50,18.08,2,5316,5316,,Airbus A320,2,AUH (115m) | DMM (575m),Found on 2026-04-17
AER,FCO,One way,Etihad,19:45,06:25,11.67,1,491,491,,Airbus A320 | Boeing 787,1,AUH (105m),Found on 2026-04-17
AER,FRA,One way,Etihad,19:45,06:55,12.17,1,584,584,,Airbus A320 | Boeing 787,1,AUH (100m),Found on 2026-04-17
AER,GVA,One way,Etihad,19:45,07:10,12.42,1,526,526,,Airbus A320 | Boeing 787,1,AUH (115m),Found on 2026-04-17
AER,HAN,One way,Etihad,19:45,18:45,43.0,2,666,3951,,Airbus A320 | Boeing 787-10,1,AUH (1960m),Found on 2026-04-17
AER,HKG,One way,Etihad,19:45,09:00,32.25,1,547,547,,Airbus A320 | Boeing 787,1,AUH (1240m),Found on 2026-04-17
AER,HKT,One way,Etihad,19:45,12:15,12.5,1,757,757,,Airbus A320 | Airbus A321neo,1,AUH (115m),Found on 2026-04-17
AER,HYD,One way,Etihad,19:45,19:40,21.42,1,729,729,,Airbus A320 | Boeing 787-10,1,AUH (830m),Found on 2026-04-17
AER,IAD,One way,Etihad,19:45,09:45,21.0,1,985,985,,Airbus A320 | Boeing 787,1,AUH (165m),Found on 2026-04-17
AER,ICN,One way,Etihad,19:45,10:50,33.08,1,620,620,,Airbus A320 | Boeing 787,1,AUH (1240m),Found on 2026-04-17
AER,ISB,One way,Etihad,19:45,18:25,20.67,1,572,572,,Airbus A320 | Airbus A321,1,AUH (825m),Found on 2026-04-17
AER,IST,One way,Etihad,19:45,12:35,16.83,2,857,1182,,Airbus A320,1,AUH (490m),Found on 2026-04-17
AER,JAI,One way,Etihad,19:45,19:35,21.33,1,732,732,,Airbus A320,1,AUH (845m),Found on 2026-04-17
AER,JED,One way,Etihad,19:45,03:55,8.17,3,634,762,,Airbus A320,1,AUH (95m),Found on 2026-04-17
AER,JFK,One way,Etihad,19:45,08:35,19.83,1,980,980,,Airbus A320 | Airbus A350,1,AUH (125m),Found on 2026-04-17
AER,JMK,One way,Etihad | ITA | SKY express,19:45,13:55,18.17,2,867,1123.5,,Airbus A320 | Boeing 787 | Airbus A220-300 Passenger | ATR 42/72,3,AUH (105m) | FCO (110m) | ATH (120m),Found on 2026-04-17
AER,JMK,One way,Etihad | ITA | SKY express,19:45,13:55,18.17,2,867,1123.5,,Airbus A320 | Boeing 787 | Airbus A220-300 Passenger | ATR 42/72,3,AUH (105m) | FCO (110m) | ATH (120m),Found on 2026-04-17
AER,JTR,One way,Etihad | SKY express,19:45,10:55,15.17,1,1380,1380,,Airbus A320 | ATR 42/72,2,AUH (100m) | ATH (225m),Found on 2026-04-17
AER,JTR,One way,Etihad | SKY express,19:45,10:55,15.17,1,1380,1380,,Airbus A320 | ATR 42/72,2,AUH (100m) | ATH (225m),Found on 2026-04-17
AER,KBV,One way,Etihad | Bangkok Airways,19:45,17:50,18.08,4,6534,6534,,Airbus A320 | Boeing 787 | Airbus A319 | ATR 42/72,3,AUH (120m) | BKK (150m) | USM (75m),Found on 2026-04-17
AER,KHI,One way,Etihad,19:45,05:40,7.92,1,653,653,,Airbus A320,1,AUH (110m),Found on 2026-04-17
AER,KIX,One way,Etihad,19:45,11:50,34.08,1,623,623,,Airbus A320 | Boeing 787,1,AUH (1240m),Found on 2026-04-17
AER,KNO,One way,Etihad,19:45,07:05,31.33,1,514,514,,Airbus A320 | Airbus A321neo,1,AUH (1225m),Found on 2026-04-17
AER,KUL,One way,Etihad,19:45,19:45,19.0,1,480,480,,Airbus A320 | Boeing 787,1,AUH (475m),Found on 2026-04-17
AER,KWI,One way,Etihad,19:45,03:10,7.42,1,692,692,,Airbus A320,1,AUH (115m),Found on 2026-04-17
AER,LHE,One way,Etihad,19:45,18:25,20.67,1,711,711,,Airbus A320,1,AUH (820m),Found on 2026-04-17
AER,LHR,One way,Etihad,19:45,07:00,13.25,1,518,518,,Airbus A320 | Airbus A380,1,AUH (110m),Found on 2026-04-17
AER,LIS,One way,Etihad,19:45,07:25,13.67,1,537,537,,Airbus A320 | Airbus A330,1,AUH (95m),Found on 2026-04-17
AER,MAA,One way,Etihad,19:45,08:25,10.17,2,829,829,,Airbus A320,1,AUH (125m),Found on 2026-04-17
AER,MAD,One way,Etihad,19:45,08:10,13.42,1,491,491,,Airbus A320 | Boeing 787,1,AUH (115m),Found on 2026-04-17
AER,MAN,One way,Etihad,19:45,06:55,13.17,1,509,509,,Airbus A320 | Boeing 777,1,AUH (100m),Found on 2026-04-17
AER,MCT,One way,Etihad,19:45,03:15,6.5,1,423,423,,Airbus A320,1,AUH (90m),Found on 2026-04-17
AER,MEL,One way,Etihad,19:45,15:50,37.08,1,1198,1198,,Airbus A320 | Boeing 787,1,AUH (1210m),Found on 2026-04-17
AER,MNL,One way,Etihad,19:45,22:00,21.25,1,678,678,,Airbus A320 | Boeing 787,1,AUH (510m),Found on 2026-04-17
AER,MUC,One way,Etihad,19:45,06:55,12.17,1,509,509,,Airbus A320 | Boeing 787,1,AUH (125m),Found on 2026-04-17
AER,MXP,One way,Etihad,19:45,06:45,12.0,1,491,491,,Airbus A320 | Airbus A350,1,AUH (105m),Found on 2026-04-17
AER,NBO,One way,Etihad,19:45,12:30,16.75,1,820,820,,Airbus A320,1,AUH (470m),Found on 2026-04-17
AER,NCE,One way,Etihad | ITA,19:45,10:30,15.75,1,865,865,,Airbus A320 | Boeing 787 | Airbus A220-300 Passenger,2,AUH (105m) | FCO (170m),Found on 2026-04-17
AER,NCE,One way,Etihad | ITA,19:45,10:30,15.75,1,865,865,,Airbus A320 | Boeing 787 | Airbus A220-300 Passenger,2,AUH (105m) | FCO (170m),Found on 2026-04-17
AER,NRT,One way,Etihad,19:45,12:35,34.83,1,851,851,,Airbus A320 | Airbus A350,1,AUH (1255m),Found on 2026-04-17
AER,ORD,One way,Etihad,19:45,08:35,20.83,1,973,973,,Airbus A320 | Airbus A350,1,AUH (145m),Found on 2026-04-17
AER,PEW,One way,Etihad,19:45,06:50,9.08,1,604,604,,Airbus A320,1,AUH (135m),Found on 2026-04-17
AER,PKX,One way,Etihad,19:45,09:00,32.25,1,700,700,,Airbus A320 | Boeing 787,1,AUH (1220m),Found on 2026-04-17
